id,location_id,trend_date,quarter,average_price,min_price,max_price,data_points,created_at
13188,207,2022-02-15,2022Q1,3525.01,3393.36,3992.2,10,2026-02-19 12:22:34.999368
13189,207,2022-05-15,2022Q2,3630.76,3495.16,4111.96,10,2026-02-19 12:22:34.999368
13190,207,2022-08-15,2022Q3,3739.68,3600.02,4235.32,10,2026-02-19 12:22:34.999368
13191,207,2022-11-15,2022Q4,3851.87,3708.02,4362.38,10,2026-02-19 12:22:34.999368
13192,207,2023-02-15,2023Q1,3967.43,3819.26,4493.25,10,2026-02-19 12:22:34.999368
13193,207,2023-05-15,2023Q2,4086.45,3933.83,4628.05,10,2026-02-19 12:22:34.999368
13194,207,2023-08-15,2023Q3,4209.05,4051.85,4766.89,10,2026-02-19 12:22:34.999368
13195,207,2023-11-15,2023Q4,4335.32,4173.4,4909.9,10,2026-02-19 12:22:34.999368
13196,207,2024-02-15,2024Q1,4465.38,4298.61,5057.2,10,2026-02-19 12:22:34.999368
13197,207,2024-05-15,2024Q2,4599.34,4427.57,5208.91,10,2026-02-19 12:22:34.999368
17,211,2026-01-01,2026Q1,9000.0,9000.0,9000.0,1,2026-02-19 11:40:19.606280
42,37,2025-10-01,2025Q4,8200.0,8200.0,8200.0,28,2026-02-19 11:40:19.606280
60,40,2025-10-01,2025Q4,5257.54,4599.0,5499.0,41,2026-02-19 11:40:19.606280
61,41,2025-10-01,2025Q4,7500.0,7500.0,7500.0,18,2026-02-19 11:40:19.606280
62,42,2025-10-01,2025Q4,12500.0,12500.0,12500.0,1,2026-02-19 11:40:19.606280
94,44,2025-10-01,2025Q4,7717.36,6700.0,12500.0,56,2026-02-19 11:40:19.606280
21,35,2025-10-01,2025Q4,12490.0,12165.0,12750.0,9,2026-02-19 11:40:19.606280
22,36,2025-10-01,2025Q4,6482.76,5000.0,8500.0,29,2026-02-19 11:40:19.606280
23,36,2026-01-01,2026Q1,9500.0,9500.0,9500.0,6,2026-02-19 11:40:19.606280
45,39,2025-10-01,2025Q4,6337.5,4000.0,8799.0,175,2026-02-19 11:40:19.606280
13198,207,2024-08-15,2024Q3,4737.32,4560.39,5365.18,10,2026-02-19 12:22:34.999368
13199,207,2024-11-15,2024Q4,4879.44,4697.2,5526.14,10,2026-02-19 12:22:34.999368
13208,208,2021-02-15,2021Q1,5528.51,5528.51,5528.51,10,2026-02-19 12:22:34.999368
13209,208,2021-05-15,2021Q2,5694.36,5694.36,5694.36,10,2026-02-19 12:22:34.999368
13210,208,2021-08-15,2021Q3,5865.19,5865.19,5865.19,10,2026-02-19 12:22:34.999368
13211,208,2021-11-15,2021Q4,6041.15,6041.15,6041.15,10,2026-02-19 12:22:34.999368
13212,208,2022-02-15,2022Q1,6222.38,6222.38,6222.38,10,2026-02-19 12:22:34.999368
13213,208,2022-05-15,2022Q2,6409.05,6409.05,6409.05,10,2026-02-19 12:22:34.999368
13214,208,2022-08-15,2022Q3,6601.33,6601.33,6601.33,10,2026-02-19 12:22:34.999368
13215,208,2022-11-15,2022Q4,6799.37,6799.37,6799.37,10,2026-02-19 12:22:34.999368
13216,208,2023-02-15,2023Q1,7003.35,7003.35,7003.35,10,2026-02-19 12:22:34.999368
13217,208,2023-05-15,2023Q2,7213.45,7213.45,7213.45,10,2026-02-19 12:22:34.999368
13218,208,2023-08-15,2023Q3,7429.85,7429.85,7429.85,10,2026-02-19 12:22:34.999368
13219,208,2023-11-15,2023Q4,7652.75,7652.75,7652.75,10,2026-02-19 12:22:34.999368
13220,208,2024-02-15,2024Q1,7882.33,7882.33,7882.33,10,2026-02-19 12:22:34.999368
13221,208,2024-05-15,2024Q2,8118.8,8118.8,8118.8,10,2026-02-19 12:22:34.999368
13222,208,2024-08-15,2024Q3,8362.36,8362.36,8362.36,10,2026-02-19 12:22:34.999368
13223,208,2024-11-15,2024Q4,8613.23,8613.23,8613.23,10,2026-02-19 12:22:34.999368
13232,209,2021-02-15,2021Q1,5657.11,5657.11,5657.11,10,2026-02-19 12:22:34.999368
13233,209,2021-05-15,2021Q2,5826.82,5826.82,5826.82,10,2026-02-19 12:22:34.999368
13234,209,2021-08-15,2021Q3,6001.63,6001.63,6001.63,10,2026-02-19 12:22:34.999368
148,47,2025-10-01,2025Q4,5059.88,4500.0,9259.0,17,2026-02-19 11:40:19.606280
13235,209,2021-11-15,2021Q4,6181.68,6181.68,6181.68,10,2026-02-19 12:22:34.999368
13236,209,2022-02-15,2022Q1,6367.13,6367.13,6367.13,10,2026-02-19 12:22:34.999368
13237,209,2022-05-15,2022Q2,6558.14,6558.14,6558.14,10,2026-02-19 12:22:34.999368
13238,209,2022-08-15,2022Q3,6754.88,6754.88,6754.88,10,2026-02-19 12:22:34.999368
13239,209,2022-11-15,2022Q4,6957.53,6957.53,6957.53,10,2026-02-19 12:22:34.999368
13240,209,2023-02-15,2023Q1,7166.26,7166.26,7166.26,10,2026-02-19 12:22:34.999368
13241,209,2023-05-15,2023Q2,7381.24,7381.24,7381.24,10,2026-02-19 12:22:34.999368
13242,209,2023-08-15,2023Q3,7602.68,7602.68,7602.68,10,2026-02-19 12:22:34.999368
13243,209,2023-11-15,2023Q4,7830.76,7830.76,7830.76,10,2026-02-19 12:22:34.999368
13244,209,2024-02-15,2024Q1,8065.69,8065.69,8065.69,10,2026-02-19 12:22:34.999368
13245,209,2024-05-15,2024Q2,8307.66,8307.66,8307.66,10,2026-02-19 12:22:34.999368
13246,209,2024-08-15,2024Q3,8556.89,8556.89,8556.89,10,2026-02-19 12:22:34.999368
13247,209,2024-11-15,2024Q4,8813.59,8813.59,8813.59,10,2026-02-19 12:22:34.999368
13256,210,2021-02-15,2021Q1,7455.64,6418.62,7633.8,10,2026-02-19 12:22:34.999368
13257,210,2021-05-15,2021Q2,7679.31,6611.18,7862.81,10,2026-02-19 12:22:34.999368
13258,210,2021-08-15,2021Q3,7909.69,6809.51,8098.69,10,2026-02-19 12:22:34.999368
13259,210,2021-11-15,2021Q4,8146.98,7013.8,8341.65,10,2026-02-19 12:22:34.999368
13260,210,2022-02-15,2022Q1,8391.39,7224.21,8591.9,10,2026-02-19 12:22:34.999368
13261,210,2022-05-15,2022Q2,8643.13,7440.94,8849.66,10,2026-02-19 12:22:34.999368
13262,210,2022-08-15,2022Q3,8902.43,7664.17,9115.15,10,2026-02-19 12:22:34.999368
13263,210,2022-11-15,2022Q4,9169.5,7894.09,9388.6,10,2026-02-19 12:22:34.999368
13264,210,2023-02-15,2023Q1,9444.59,8130.92,9670.26,10,2026-02-19 12:22:34.999368
13265,210,2023-05-15,2023Q2,9727.92,8374.84,9960.37,10,2026-02-19 12:22:34.999368
13266,210,2023-08-15,2023Q3,10019.76,8626.09,10259.18,10,2026-02-19 12:22:34.999368
13267,210,2023-11-15,2023Q4,10320.36,8884.87,10566.96,10,2026-02-19 12:22:34.999368
13268,210,2024-02-15,2024Q1,10629.97,9151.42,10883.97,10,2026-02-19 12:22:34.999368
13269,210,2024-05-15,2024Q2,10948.86,9425.96,11210.49,10,2026-02-19 12:22:34.999368
13270,210,2024-08-15,2024Q3,11277.33,9708.74,11546.8,10,2026-02-19 12:22:34.999368
13271,210,2024-11-15,2024Q4,11615.65,10000.0,11893.2,10,2026-02-19 12:22:34.999368
13280,211,2021-02-15,2021Q1,3205.1,3188.23,3247.28,10,2026-02-19 12:22:34.999368
13281,211,2021-05-15,2021Q2,3301.26,3283.88,3344.7,10,2026-02-19 12:22:34.999368
13282,211,2021-08-15,2021Q3,3400.29,3382.4,3445.04,10,2026-02-19 12:22:34.999368
13283,211,2021-11-15,2021Q4,3502.3,3483.87,3548.39,10,2026-02-19 12:22:34.999368
13284,211,2022-02-15,2022Q1,3607.37,3588.39,3654.84,10,2026-02-19 12:22:34.999368
13285,211,2022-05-15,2022Q2,3715.59,3696.04,3764.49,10,2026-02-19 12:22:34.999368
13286,211,2022-08-15,2022Q3,3827.06,3806.92,3877.42,10,2026-02-19 12:22:34.999368
13287,211,2022-11-15,2022Q4,3941.87,3921.13,3993.74,10,2026-02-19 12:22:34.999368
13288,211,2023-02-15,2023Q1,4060.13,4038.76,4113.56,10,2026-02-19 12:22:34.999368
13289,211,2023-05-15,2023Q2,4181.93,4159.92,4236.96,10,2026-02-19 12:22:34.999368
13290,211,2023-08-15,2023Q3,4307.39,4284.72,4364.07,10,2026-02-19 12:22:34.999368
13291,211,2023-11-15,2023Q4,4436.61,4413.26,4494.99,10,2026-02-19 12:22:34.999368
13292,211,2024-02-15,2024Q1,4569.71,4545.66,4629.84,10,2026-02-19 12:22:34.999368
13293,211,2024-05-15,2024Q2,4706.8,4682.03,4768.74,10,2026-02-19 12:22:34.999368
13294,211,2024-08-15,2024Q3,4848.01,4822.49,4911.8,10,2026-02-19 12:22:34.999368
13295,211,2024-11-15,2024Q4,4993.45,4967.17,5059.16,10,2026-02-19 12:22:34.999368
13304,212,2021-02-15,2021Q1,7478.0,7478.0,7478.0,10,2026-02-19 12:22:34.999368
13305,212,2021-05-15,2021Q2,7702.34,7702.34,7702.34,10,2026-02-19 12:22:34.999368
13306,212,2021-08-15,2021Q3,7933.41,7933.41,7933.41,10,2026-02-19 12:22:34.999368
13307,212,2021-11-15,2021Q4,8171.42,8171.42,8171.42,10,2026-02-19 12:22:34.999368
13308,212,2022-02-15,2022Q1,8416.56,8416.56,8416.56,10,2026-02-19 12:22:34.999368
13309,212,2022-05-15,2022Q2,8669.06,8669.06,8669.06,10,2026-02-19 12:22:34.999368
13310,212,2022-08-15,2022Q3,8929.13,8929.13,8929.13,10,2026-02-19 12:22:34.999368
13311,212,2022-11-15,2022Q4,9197.0,9197.0,9197.0,10,2026-02-19 12:22:34.999368
13312,212,2023-02-15,2023Q1,9472.91,9472.91,9472.91,10,2026-02-19 12:22:34.999368
13313,212,2023-05-15,2023Q2,9757.1,9757.1,9757.1,10,2026-02-19 12:22:34.999368
13314,212,2023-08-15,2023Q3,10049.81,10049.81,10049.81,10,2026-02-19 12:22:34.999368
13315,212,2023-11-15,2023Q4,10351.31,10351.31,10351.31,10,2026-02-19 12:22:34.999368
13316,212,2024-02-15,2024Q1,10661.84,10661.84,10661.84,10,2026-02-19 12:22:34.999368
13317,212,2024-05-15,2024Q2,10981.7,10981.7,10981.7,10,2026-02-19 12:22:34.999368
13318,212,2024-08-15,2024Q3,11311.15,11311.15,11311.15,10,2026-02-19 12:22:34.999368
13319,212,2024-11-15,2024Q4,11650.49,11650.49,11650.49,10,2026-02-19 12:22:34.999368
13328,232,2021-02-15,2021Q1,2629.81,2629.81,2629.81,10,2026-02-19 12:22:34.999368
13329,232,2021-05-15,2021Q2,2708.7,2708.7,2708.7,10,2026-02-19 12:22:34.999368
13330,232,2021-08-15,2021Q3,2789.96,2789.96,2789.96,10,2026-02-19 12:22:34.999368
13331,232,2021-11-15,2021Q4,2873.66,2873.66,2873.66,10,2026-02-19 12:22:34.999368
13332,232,2022-02-15,2022Q1,2959.87,2959.87,2959.87,10,2026-02-19 12:22:34.999368
13333,232,2022-05-15,2022Q2,3048.67,3048.67,3048.67,10,2026-02-19 12:22:34.999368
13334,232,2022-08-15,2022Q3,3140.13,3140.13,3140.13,10,2026-02-19 12:22:34.999368
13335,232,2022-11-15,2022Q4,3234.33,3234.33,3234.33,10,2026-02-19 12:22:34.999368
13336,232,2023-02-15,2023Q1,3331.36,3331.36,3331.36,10,2026-02-19 12:22:34.999368
13337,232,2023-05-15,2023Q2,3431.3,3431.3,3431.3,10,2026-02-19 12:22:34.999368
13338,232,2023-08-15,2023Q3,3534.24,3534.24,3534.24,10,2026-02-19 12:22:34.999368
13339,232,2023-11-15,2023Q4,3640.27,3640.27,3640.27,10,2026-02-19 12:22:34.999368
13340,232,2024-02-15,2024Q1,3749.48,3749.48,3749.48,10,2026-02-19 12:22:34.999368
13341,232,2024-05-15,2024Q2,3861.96,3861.96,3861.96,10,2026-02-19 12:22:34.999368
13342,232,2024-08-15,2024Q3,3977.82,3977.82,3977.82,10,2026-02-19 12:22:34.999368
13343,232,2024-11-15,2024Q4,4097.16,4097.16,4097.16,10,2026-02-19 12:22:34.999368
13352,233,2021-02-15,2021Q1,3993.02,3039.8,4852.34,10,2026-02-19 12:22:34.999368
13353,233,2021-05-15,2021Q2,4112.81,3131.0,4997.91,10,2026-02-19 12:22:34.999368
13354,233,2021-08-15,2021Q3,4236.2,3224.93,5147.85,10,2026-02-19 12:22:34.999368
13355,233,2021-11-15,2021Q4,4363.28,3321.67,5302.28,10,2026-02-19 12:22:34.999368
13356,233,2022-02-15,2022Q1,4494.18,3421.32,5461.35,10,2026-02-19 12:22:34.999368
13357,233,2022-05-15,2022Q2,4629.01,3523.96,5625.19,10,2026-02-19 12:22:34.999368
13358,233,2022-08-15,2022Q3,4767.88,3629.68,5793.95,10,2026-02-19 12:22:34.999368
13359,233,2022-11-15,2022Q4,4910.91,3738.57,5967.77,10,2026-02-19 12:22:34.999368
13360,233,2023-02-15,2023Q1,5058.24,3850.73,6146.8,10,2026-02-19 12:22:34.999368
13361,233,2023-05-15,2023Q2,5209.99,3966.25,6331.2,10,2026-02-19 12:22:34.999368
13362,233,2023-08-15,2023Q3,5366.29,4085.24,6521.14,10,2026-02-19 12:22:34.999368
13363,233,2023-11-15,2023Q4,5527.28,4207.8,6716.77,10,2026-02-19 12:22:34.999368
13364,233,2024-02-15,2024Q1,5693.1,4334.03,6918.28,10,2026-02-19 12:22:34.999368
254,56,2025-10-01,2025Q4,10423.08,8500.0,13500.0,39,2026-02-19 11:40:19.606280
13365,233,2024-05-15,2024Q2,5863.89,4464.05,7125.82,10,2026-02-19 12:22:34.999368
255,56,2026-01-01,2026Q1,8999.0,8999.0,8999.0,13,2026-02-19 11:40:19.606280
13366,233,2024-08-15,2024Q3,6039.81,4597.97,7339.6,10,2026-02-19 12:22:34.999368
13367,233,2024-11-15,2024Q4,6221.0,4735.91,7559.79,10,2026-02-19 12:22:34.999368
13376,235,2021-02-15,2021Q1,8568.55,8101.17,8101.17,10,2026-02-19 12:22:34.999368
13377,235,2021-05-15,2021Q2,8825.6,8344.21,8344.21,10,2026-02-19 12:22:34.999368
13378,235,2021-08-15,2021Q3,9090.37,8594.53,8594.53,10,2026-02-19 12:22:34.999368
13379,235,2021-11-15,2021Q4,9363.08,8852.37,8852.37,10,2026-02-19 12:22:34.999368
13380,235,2022-02-15,2022Q1,9643.97,9117.94,9117.94,10,2026-02-19 12:22:34.999368
13381,235,2022-05-15,2022Q2,9933.29,9391.48,9391.48,10,2026-02-19 12:22:34.999368
13382,235,2022-08-15,2022Q3,10231.29,9673.22,9673.22,10,2026-02-19 12:22:34.999368
13383,235,2022-11-15,2022Q4,10538.23,9963.42,9963.42,10,2026-02-19 12:22:34.999368
13384,235,2023-02-15,2023Q1,10854.38,10262.32,10262.32,10,2026-02-19 12:22:34.999368
13385,235,2023-05-15,2023Q2,11180.01,10570.19,10570.19,10,2026-02-19 12:22:34.999368
13386,235,2023-08-15,2023Q3,11515.41,10887.3,10887.3,10,2026-02-19 12:22:34.999368
13387,235,2023-11-15,2023Q4,11860.87,11213.91,11213.91,10,2026-02-19 12:22:34.999368
13388,235,2024-02-15,2024Q1,12216.7,11550.33,11550.33,10,2026-02-19 12:22:34.999368
13389,235,2024-05-15,2024Q2,12583.2,11896.84,11896.84,10,2026-02-19 12:22:34.999368
13390,235,2024-08-15,2024Q3,12960.69,12253.75,12253.75,10,2026-02-19 12:22:34.999368
13391,235,2024-11-15,2024Q4,13349.51,12621.36,12621.36,10,2026-02-19 12:22:34.999368
13400,237,2021-02-15,2021Q1,7980.86,8521.18,9468.71,10,2026-02-19 12:22:34.999368
13401,237,2021-05-15,2021Q2,8220.28,8776.82,9752.77,10,2026-02-19 12:22:34.999368
13402,237,2021-08-15,2021Q3,8466.89,9040.12,10045.35,10,2026-02-19 12:22:34.999368
13403,237,2021-11-15,2021Q4,8720.9,9311.33,10346.72,10,2026-02-19 12:22:34.999368
13404,237,2022-02-15,2022Q1,8982.52,9590.67,10657.12,10,2026-02-19 12:22:34.999368
13405,237,2022-05-15,2022Q2,9252.0,9878.39,10976.83,10,2026-02-19 12:22:34.999368
13406,237,2022-08-15,2022Q3,9529.56,10174.74,11306.13,10,2026-02-19 12:22:34.999368
13407,237,2022-11-15,2022Q4,9815.45,10479.98,11645.32,10,2026-02-19 12:22:34.999368
13408,237,2023-02-15,2023Q1,10109.91,10794.38,11994.68,10,2026-02-19 12:22:34.999368
13409,237,2023-05-15,2023Q2,10413.21,11118.21,12354.52,10,2026-02-19 12:22:34.999368
13410,237,2023-08-15,2023Q3,10725.6,11451.76,12725.15,10,2026-02-19 12:22:34.999368
13411,237,2023-11-15,2023Q4,11047.37,11795.31,13106.91,10,2026-02-19 12:22:34.999368
13412,237,2024-02-15,2024Q1,11378.79,12149.17,13500.12,10,2026-02-19 12:22:34.999368
13413,237,2024-05-15,2024Q2,11720.16,12513.65,13905.12,10,2026-02-19 12:22:34.999368
13414,237,2024-08-15,2024Q3,12071.76,12889.06,14322.27,10,2026-02-19 12:22:34.999368
13415,237,2024-11-15,2024Q4,12433.91,13275.73,14751.94,10,2026-02-19 12:22:34.999368
13424,238,2021-02-15,2021Q1,2334.85,2334.85,2334.85,10,2026-02-19 12:22:34.999368
13425,238,2021-05-15,2021Q2,2404.9,2404.9,2404.9,10,2026-02-19 12:22:34.999368
13426,238,2021-08-15,2021Q3,2477.04,2477.04,2477.04,10,2026-02-19 12:22:34.999368
13427,238,2021-11-15,2021Q4,2551.35,2551.35,2551.35,10,2026-02-19 12:22:34.999368
13428,238,2022-02-15,2022Q1,2627.9,2627.9,2627.9,10,2026-02-19 12:22:34.999368
13429,238,2022-05-15,2022Q2,2706.73,2706.73,2706.73,10,2026-02-19 12:22:34.999368
13430,238,2022-08-15,2022Q3,2787.93,2787.93,2787.93,10,2026-02-19 12:22:34.999368
13431,238,2022-11-15,2022Q4,2871.57,2871.57,2871.57,10,2026-02-19 12:22:34.999368
13432,238,2023-02-15,2023Q1,2957.72,2957.72,2957.72,10,2026-02-19 12:22:34.999368
13433,238,2023-05-15,2023Q2,3046.45,3046.45,3046.45,10,2026-02-19 12:22:34.999368
13434,238,2023-08-15,2023Q3,3137.84,3137.84,3137.84,10,2026-02-19 12:22:34.999368
13435,238,2023-11-15,2023Q4,3231.98,3231.98,3231.98,10,2026-02-19 12:22:34.999368
13436,238,2024-02-15,2024Q1,3328.94,3328.94,3328.94,10,2026-02-19 12:22:34.999368
13437,238,2024-05-15,2024Q2,3428.81,3428.81,3428.81,10,2026-02-19 12:22:34.999368
13438,238,2024-08-15,2024Q3,3531.67,3531.67,3531.67,10,2026-02-19 12:22:34.999368
13439,238,2024-11-15,2024Q4,3637.62,3637.62,3637.62,10,2026-02-19 12:22:34.999368
13448,239,2021-02-15,2021Q1,3560.94,2597.59,4388.83,10,2026-02-19 12:22:34.999368
13449,239,2021-05-15,2021Q2,3667.77,2675.52,4520.5,10,2026-02-19 12:22:34.999368
13450,239,2021-08-15,2021Q3,3777.8,2755.78,4656.11,10,2026-02-19 12:22:34.999368
13451,239,2021-11-15,2021Q4,3891.13,2838.46,4795.8,10,2026-02-19 12:22:34.999368
13452,239,2022-02-15,2022Q1,4007.87,2923.61,4939.67,10,2026-02-19 12:22:34.999368
13453,239,2022-05-15,2022Q2,4128.1,3011.32,5087.86,10,2026-02-19 12:22:34.999368
13454,239,2022-08-15,2022Q3,4251.95,3101.66,5240.5,10,2026-02-19 12:22:34.999368
13455,239,2022-11-15,2022Q4,4379.5,3194.71,5397.71,10,2026-02-19 12:22:34.999368
13456,239,2023-02-15,2023Q1,4510.89,3290.55,5559.64,10,2026-02-19 12:22:34.999368
13457,239,2023-05-15,2023Q2,4646.22,3389.27,5726.43,10,2026-02-19 12:22:34.999368
13458,239,2023-08-15,2023Q3,4785.6,3490.94,5898.23,10,2026-02-19 12:22:34.999368
13459,239,2023-11-15,2023Q4,4929.17,3595.67,6075.17,10,2026-02-19 12:22:34.999368
13460,239,2024-02-15,2024Q1,5077.05,3703.54,6257.43,10,2026-02-19 12:22:34.999368
13461,239,2024-05-15,2024Q2,5229.36,3814.65,6445.15,10,2026-02-19 12:22:34.999368
13462,239,2024-08-15,2024Q3,5386.24,3929.09,6638.51,10,2026-02-19 12:22:34.999368
13463,239,2024-11-15,2024Q4,5547.83,4046.96,6837.66,10,2026-02-19 12:22:34.999368
13472,240,2021-02-15,2021Q1,9107.12,8724.34,8724.34,10,2026-02-19 12:22:34.999368
13473,240,2021-05-15,2021Q2,9380.33,8986.07,8986.07,10,2026-02-19 12:22:34.999368
13474,240,2021-08-15,2021Q3,9661.74,9255.65,9255.65,10,2026-02-19 12:22:34.999368
13475,240,2021-11-15,2021Q4,9951.59,9533.32,9533.32,10,2026-02-19 12:22:34.999368
13476,240,2022-02-15,2022Q1,10250.14,9819.32,9819.32,10,2026-02-19 12:22:34.999368
13477,240,2022-05-15,2022Q2,10557.65,10113.9,10113.9,10,2026-02-19 12:22:34.999368
13478,240,2022-08-15,2022Q3,10874.37,10417.31,10417.31,10,2026-02-19 12:22:34.999368
13479,240,2022-11-15,2022Q4,11200.61,10729.83,10729.83,10,2026-02-19 12:22:34.999368
13480,240,2023-02-15,2023Q1,11536.62,11051.73,11051.73,10,2026-02-19 12:22:34.999368
13481,240,2023-05-15,2023Q2,11882.72,11383.28,11383.28,10,2026-02-19 12:22:34.999368
13482,240,2023-08-15,2023Q3,12239.2,11724.78,11724.78,10,2026-02-19 12:22:34.999368
13483,240,2023-11-15,2023Q4,12606.38,12076.52,12076.52,10,2026-02-19 12:22:34.999368
13484,240,2024-02-15,2024Q1,12984.57,12438.82,12438.82,10,2026-02-19 12:22:34.999368
13485,240,2024-05-15,2024Q2,13374.11,12811.98,12811.98,10,2026-02-19 12:22:34.999368
13544,251,2021-02-15,2021Q1,4797.6,4797.6,4797.6,10,2026-02-19 12:22:34.999368
13545,251,2021-05-15,2021Q2,4941.53,4941.53,4941.53,10,2026-02-19 12:22:34.999368
13546,251,2021-08-15,2021Q3,5089.77,5089.77,5089.77,10,2026-02-19 12:22:34.999368
13547,251,2021-11-15,2021Q4,5242.47,5242.47,5242.47,10,2026-02-19 12:22:34.999368
13486,240,2024-08-15,2024Q3,13775.33,13196.34,13196.34,10,2026-02-19 12:22:34.999368
13487,240,2024-11-15,2024Q4,14188.59,13592.23,13592.23,10,2026-02-19 12:22:34.999368
